hub_id	source_label	pointer_def	target_label	target_hub_id	target_hub_label	target_hub_status	resolved_def	resolved_def_quality	scheme_id	resolution_status
hub:000617	L/C	→信用状	信用状	hub:006848	信用状	canonical	letter of credit（L.C.）ので,銀行が輸入業者又は旅行者の依頼に応じて他の銀行に対してその信用を保証し,一定の条件の下に特定の金銭を支払うことを委嘱した証書をいう（外国為替及び外国貿易法6Ⅰ7等)．手形の引受け又は支払の保証を約束した証書をもってされることが多い。輸入業者のために発行するものを「商業信用状」，旅行者のために発行されるものを「旅行者信用状」といい，輸出業者又は海外旅行者の輸出に伴う対価又は旅行先で必要な資金の獲得を円滑にするため認められた制度である。\n[類語] 信任状 (吉)	ok	yuhikaku_legal_dict	resolved
hub:002713	グリーン契約	→環境配慮契約	環境配慮契約	hub:001487	環境配慮契約	canonical	製品やサービスを調達する際に、環境負荷ができるだけ少なくなるよう、価格に加えて環境性能を評価する等の工夫をした契約。通称、グリーン契約。環境配慮契約の推進に関し、国、地方公共団体等の責務を明らかにするとともに、基本方針の策定その他必要な事項を定めること等を規定した「国等における温室効果ガス等の排出の削減に配慮した契約の推進に関する法律」（平一九法五六）が制定されている。	ok	yuhikaku_legal_dict	resolved
hub:008143	ダンピング関税	↳不当廉売関税	不当廉売関税	hub:010628	不当廉売関税	canonical	関税定率法に定める特殊な関税の一つで、不当廉売（貨物を、輸出国国内正常価格等より低い価格で輸出のために販売すること）された貨物の輸入が国内産業に実質的な損害を与える場合等において、国内産業の保護のため必要があると認められるときに、貨物、輸出国及び期間を指定し、当該貨物に対し、一般的に課される関税のほかに、当該貨物の正常価格と不当廉売価格との差額に相当する額と同額以下の関税を課するもの（八）。反ダンピング関税又はダンピング防止関税ともいわれる。	ok	yuhikaku_legal_dict	resolved
hub:009458	トンチン年金	→年金公債	年金公債	hub:009737	年金公債	canonical	公債の一種であって、購入者に対しては、元本の償還をせず、その者の生存を条件として、利子を年金の形で支払っていくもの。購入者は、年齢層ごとにグループ分けされ、それぞれのグループに対して毎年一定額の年金が支給されるため、グループの構成員の減少に伴い、生存者の受け取る年金は増加することとなる。一七～一八世紀のフランスで発行された例がある（トンチン年金）。	ok	yuhikaku_legal_dict	resolved
hub:010719	プロ向け市場	↳特定投資家	特定投資家	hub:009176	特定投資家	canonical	金融商品取引法は、投資家を特定投資家（いわゆるプロ投資家）と一般投資家（いわゆるアマ投資家）に区分し、この区分に応じて金融商品取引業者等が金融商品取引契約の締結等を行う際の行為規制の適用に差を設けることにより、規制の柔軟化を図っている。適格機関投資家、国、日本銀行、投資者保護基金、上場会社等が特定投資家とされ、このうち、投資者保護基金、上場会社等は、選択により一般投資家への移行が認められている（金商二㊱・四五、金商定義一〇・二三）。なお、参加者が特定投資家に限定され、開示規制等が緩和された一定の取引所市場を特定取引所金融商品市場（いわゆるプロ向け市場）という（金商二七の二）。	ok	yuhikaku_legal_dict	resolved
hub:011467	マッカーサー書簡	↓							yuhikaku_legal_dict	broken_no_target
hub:000286	一般失踪	→普通失踪	普通失踪	hub:010547	普通失踪	canonical	人の所在及び生死不明の原因が死亡の蓋然性の高い特別の事情による場合でないもの。不在者の最後の音信があったときから七年（民三〇①）を経過したときに死亡したものとみなされる。一般失踪ともいう。	ok	yuhikaku_legal_dict	resolved
hub:012597	一般承継人	「承継」	承継	hub:006156	承継	canonical	法令上，ある者が他の者の権利義務を受け継ぎ，法律上その権利義務に関してその者と同じ地位に立つことをいう．民法896条（相続人の被相続人の財産に属した権利義務の承継）・897条（祭具等の承継）・120条（承継人)，会社法750条（吸収合併により消滅した会社の権利義務の承継)，民事訴訟法50条（義務の承継）・83条（承継人)，等の例がある。なお，訴訟手続又はこれに準ずるものについては,「受継」の用語が用いられることがある（民事訴訟法124条以下，労働保険審査官及び労働保険審査会法17条等)．\n\n類語: 継承 - 受継(口)	ok	hourei_yougo_jiten_11	resolved
hub:000313	一般放送事業者	↳放送事業者	放送事業者	hub:011011	放送事業者	canonical	放送事業者とは，基幹放送事業者及び一般放送事業者をいう(放送法2 XXVI).基幹放送事業者とは，基幹放送の業務を行うものとして同法93条1項の認定を受けた者（認定基幹放送事業者）及び電波法の規定により自己の地上基幹放送の業務に用いる放送局の免許を受けた者（特定地上基幹放送事業者）をいい(放送法2 XXIII)，一般放送事業者とは，一般放送の業務を行うものとして，放送法126条1項の登録を受けた者及び同法133条1項の規定による届出をした者をいう（同法2 XXV).\n\n放送事業者には，日本放送協会及び放送大学学園が含まれる。日本放送協会は，公共の福祉のためにあまねく日本全国において受信できるように放送を行うこと等を目的として放送法により設立された法人で（同法15・16)，ラジオ放送，テレビジョン放送等による国内放送のほか，国際放送を行っており，その経営財源は，視聴者の負担する受信料によっている．放送大学学園は，その設置する大学における教育に必要な放送を衛星基幹放送（人工衛星の放送局を用いて行われる基幹放送）により行っている．上記二者以外の放送事業者は，一般に民間放送と呼ばれ，広告収	ok	yuhikaku_legal_dict	resolved
hub:000288	一般管轄権	→特別管轄権	特別管轄権	hub:009204	特別管轄権	canonical	国際民事訴訟法理論上、ある事件についてある国の裁判機関が裁判管轄権をもつことを前提として、当該国のいずれの地方の裁判所が管轄権を有することとなるかの問題における管轄権を指し、国内的管轄権ともいう。これに対し、その前提となった、どの国の裁判機関が裁判管轄権を持つかの問題における管轄権は、一般管轄権あるいは国際的管轄権と称される。	ok	yuhikaku_legal_dict	resolved
hub:004804	三権分立	↓権力分立	権力分立	hub:003246	権力分立	canonical	権力の濫用を防ぎ、人民の自由を確保するため、国家権力を区分して、それらを異なった機関に分担させ、それらの機関相互間で抑制と均衡の作用を営ませようとする思想又は制度。ロックやモンテスキューによって唱えられ、近代憲法では、権力集中制を採る国を除き、広く採用されている。普通は立法、司法、行政に分けられるから、三権分立ともいう。「分立」は、また、「ぶんりゅう」とも読む。	ok	yuhikaku_legal_dict	resolved
hub:006287	上場廃止	⇨上場	上場	hub:006280	上場	canonical	1.  金融商品等（有価証券等，金融指標又はオプション）を金融商品取引所の開設する金融商品市場において有価証券の売買又は市場デリバティブ取引の対象とすること（金融商品取引法121参照）をいう。\n2.  商品先物取引法においては，商品取引所において取引すべきものとして定款又は業務規程で定める商品を「上場商品」という（同法2Ⅶ）ことから,「上場」とは，商品を「取引所において取引すべき」ことを定めることとされる。\n3.  金融商品取引所に金融商品市場を開設させるのは，有価証券の売買や市場デリバティブ取引を集中させることで需給が統合され公正な価格の発見が行われること，売買の監視を行うことで投資者が安心して売買を行い得ることにより有価証券の流通が促進されること等を目的とするためである．このため，上場及び上場廃止についての内閣総理大臣への届出等，金融商品取引所及びその会員等に対しては各種の規制が課される一方，売買の対象となる有価証券については，その発行者につき一定の利益水準が求められる等の資格審査が行われる。\n4.  上場有価証券には，有価証券報告書の提出等の開示規定（金融商品取引法24等)	ok	yuhikaku_legal_dict	resolved
hub:006283	上場株式	⇨上場有価証券	上場有価証券	hub:006289	上場有価証券	canonical	金融商品取引所が開設する取引所金融商品市場（金商二⑩）において売買の目的とされる有価証券。有価証券の上場は、内閣総理大臣（金融庁）の上場命令（一二五）を受けた株券等を除き、発行者が金融商品取引所に申請し、取引所はその審査基準に照らして上場するか否かの決定を行っているが、取引所が有価証券を売買のため上場しようとするときは、内閣総理大臣（同）に届け出なければならない（一二）。店頭売買有価証券とともに、相場操縦的行為の禁止（一五九）、内部者取引の禁止（一六六）等の諸規制が課され、有価証券報告書の提出義務（二四）、株券等の大量保有の状況に関する開示（二章の三）等の適用がある。	ok	yuhikaku_legal_dict	resolved
hub:005128	下請負	→下請	下請	hub:005120	下請	canonical	請負人（元請人）が請け負った工事等を他の者（下請人）に請け負わせること。下請負いともいう。元請人と下請人との間の請負契約であり、原則として許される。下請取引における下請事業者の利益を保護するため、下請代金支払遅延等防止法や建設業法（昭二四法一〇〇）において親事業者や元請負人に対し所要の義務が課されており、また、下請関係の改善等のため、下請中小企業振興法（昭四五法一四五）が制定されている。	ok	yuhikaku_legal_dict	resolved
hub:010606	不動産境界の訴え	⇨境界確定訴訟	境界確定訴訟	hub:002108	境界確定訴訟	canonical	隣接する土地の境界線（筆界）が不明な場合に、裁判所の判決によってその境界線を定めてもらうことを目的とする訴訟。かつての裁判所構成法が「不動産ノ経界（けいかい）ノミニ関ル訴訟」を区裁判所の管轄に属するものとしたことから、経界確定の訴えともいわれる。土地所有権の範囲の確定を求めるものではなく、また、法規の適用によって解決をすることができる法律上の争訟ではなく、実質は非訟事件と考えられている。「けいかいかくていそしょう」ということが多い。	ok	yuhikaku_legal_dict	resolved
hub:010724	不渡処分	↳取引停止処分	取引停止処分	hub:009449	取引停止処分	canonical	手形交換所を通じて支払呈示された手形・小切手の支払が拒絶された場合に、手形交換所が不渡手形・小切手を出した債務者に対して行う処分。不渡処分ともいう。この処分がされると、手形交換所加盟銀行は、一定の期間、その取引停止処分を受けた者との取引が禁止される。	ok	yuhikaku_legal_dict	resolved
hub:010482	不真正身分犯	→身分犯	身分犯	hub:011536	身分犯	canonical	行為の主体に一定の身分の存在することが必要とされる犯罪。行為者が一定の身分を有することによって犯罪が構成される真正身分犯と、行為者が一定の身分を有する場合に法定刑が加重又は減軽されるにすぎない不真正身分犯とがある。収賄罪は前者の、業務上横領罪は後者の例。	ok	yuhikaku_legal_dict	resolved
hub:010647	不表現地役権	⇨表現地役権	表現地役権	hub:010290	表現地役権	canonical	通路を開設する通行地役権のように地役権の内容が外形上認識することができるものを表現地役権という。これに対し、二階を建てないという不作為を目的とする地役権のように地役権の内容が外部から認められないものを不表現地役権という。民法は、時効取得の対象となる地役権を、継続的に行使され、かつ、外形上認識することができるものに限っている（二八三）。	ok	yuhikaku_legal_dict	resolved
hub:010676	不要因証券	→無因証券	無因証券	hub:011604	無因証券	canonical	証券上の権利が証券発行の原因である法律関係の存否又はその有効か無効かに影響されない有価証券。抽象的証券、不要因証券ともいう。手形、小切手が無因証券の代表的な例。	ok	yuhikaku_legal_dict	resolved
hub:008331	中央行政官庁	↳中央官庁	中央官庁	hub:008329	中央官庁	canonical	全国に及ぶ権限を有する行政官庁。中央行政官庁ともいう。地方官庁に対する語。内閣、各大臣、会計検査院等がこれに該当する。	ok	yuhikaku_legal_dict	resolved
hub:008411	中等少年院	→第一種少年院	第一種少年院	hub:007812	第一種少年院	canonical	保護処分の執行を受ける者であって、心身に著しい障害がないおおむね一二歳以上二三歳未満のもの（犯罪的傾向が進んだおおむね一六歳以上の者を除く）を収容する少年院（少院四）。旧少年院法（昭二三法一六九）の初等少年院と中等少年院に相当する。	ok	yuhikaku_legal_dict	resolved
hub:008349	中間期間	↳猶予期間	猶予期間	hub:011949	猶予期間	canonical	1 訴訟法上は、当事者の利益を保護するために、法律が一定の事項について一定期間の猶予を与える旨規定した場合における、その期間（民訴一一二、刑訴規一一等）。中間期間ともいう。 2 労働法上は冷却期間のこと。	ok	yuhikaku_legal_dict	resolved
hub:005868	主権在民	→国民主権	国民主権	hub:004135	国民主権	canonical	①国家の意思を最終的に決定する最高の力としての主権が国民に存するという原理。主権在民ともいう。憲法前文一段「主権が国民に存することを宣言し」の文言と憲法一条は、この国民主権の原理を宣言したものと考えられる。②人民主権（souveraineté populaire）と区別された意味で国民主権（souveraineté nationale）という概念が用いられることがある。人民主権では、主権の行使者として個々の具体的な人民が想定され、直接民主主義と原理的に結びつくのに対し、国民主権では、総体としての抽象的な全国民が主権の担い手として想定され、国民代表機関を通して国家の意思が決定される。	ok	yuhikaku_legal_dict	resolved
hub:012081	予算の補正	⇨補正予算	補正予算	hub:011351	補正予算	canonical	1. イ）「法律上又は契約上国の義務に属する経費の不足を補うほか，予算作成後に生じた事由に基づき特に緊要となった経費の支出（当該年度において国庫内の移換えにとどまるものを含む．）又は債務の負担を行なうため必要な予算の追加を行なう場合」及び\n   ロ）「予算作成後に生じた事由に基づいて，予算に追加以外の変更を加える場合」において内閣が通常の予算（いわゆる本予算）の作成の手続に準じ作成する予算をいう(財政法29条).\n2. 「補正予算」という用語は，かつては,国の予算について，追加予算（既定予算の不足を補うため予算の追加をするもの）と修正予算(既定予算に追加以外の変更を加えるもの）の制度があり，この両者を併せ含むものとして便宜予算書等に用いられていたが，法令上は用いられておらず，一般の通称にすぎないものであった．すなわち，実際の取扱いとして，追加予算の作成と既定予算の修正との必要が通常同時に生ずる関係上，この両者を合わせて予算補正という名称で国会に提出される例であった。\n3. 現行の国の補正予算の制度は，昭和37年の財政法の一部改正により，法令上の制度として確立されたものであるが，こ	ok	yuhikaku_legal_dict	resolved
hub:012068	予算の議決	⇨予算議定権	予算議定権						yuhikaku_legal_dict	target_not_found
hub:012077	予算の追加	「補正予算」	補正予算	hub:011351	補正予算	canonical	1. イ）「法律上又は契約上国の義務に属する経費の不足を補うほか，予算作成後に生じた事由に基づき特に緊要となった経費の支出（当該年度において国庫内の移換えにとどまるものを含む．）又は債務の負担を行なうため必要な予算の追加を行なう場合」及び\n   ロ）「予算作成後に生じた事由に基づいて，予算に追加以外の変更を加える場合」において内閣が通常の予算（いわゆる本予算）の作成の手続に準じ作成する予算をいう(財政法29条).\n2. 「補正予算」という用語は，かつては,国の予算について，追加予算（既定予算の不足を補うため予算の追加をするもの）と修正予算(既定予算に追加以外の変更を加えるもの）の制度があり，この両者を併せ含むものとして便宜予算書等に用いられていたが，法令上は用いられておらず，一般の通称にすぎないものであった．すなわち，実際の取扱いとして，追加予算の作成と既定予算の修正との必要が通常同時に生ずる関係上，この両者を合わせて予算補正という名称で国会に提出される例であった。\n3. 現行の国の補正予算の制度は，昭和37年の財政法の一部改正により，法令上の制度として確立されたものであるが，こ	ok	hourei_yougo_jiten_11	resolved
hub:012113	予防検束	→検束	検束	hub:003160	検束	canonical	行政権により人を一定の場所に引致し，一時これを留置することをいう。行政法学上のいわゆる「即時強制」の一種である。旧行政執行法（明治33年法律84号）においては,泥酔者等救護を要する者に対し本人を保護するため必要な場合（保護検束）及び暴行闘争その他公安を害するおそれがある者に対し公安を維持するため必要な場合（予防検束）において，「検束」が認められたが，これが濫用され、人権の保護に欠けることが少なくなかった。そこで，現憲法下の警察官職務執行法においては，行政権による予防検束を否定するとともに，保護を要する者の保護についても，「検束」という用語を使用せず，かつ，その保護の措置について厳格な制限を定めている(同法3.) (口）	ok	yuhikaku_legal_dict	resolved
hub:007491	争議	↳労働争議	労働争議	hub:012502	労働争議	canonical	労働関係の当事者間において，労働関係に関する主張が一致しないでそのために争議行為が発生している状態又は発生するおそれがある状態をいう（労働関係調整法6)．労使間における紛争のうち，主として労働委員会によるあっせん，調停及び仲裁の対象となるものを明らかにするために設けられた概念である（労働組合法20，労働関係調整法1・2・12・17・29，地方公営企業等の労働関係に関する法律153・4)．労使間における主張の不一致であっても，政治問題に関するもののように労働関係に関するものでないものに基づく紛争状態は，労働争議には該当しない．労働争議に対する中立の立場を維持するため，公共職業安定所及び職業紹介事業者は求職者を紹介してはならない（職業安定法20・34)．なお，行政執行法人の労働関係に関する法律においては，労働争議と同様の状態を「紛争」という用語で表している（同法26・33III).（寺）	ok	yuhikaku_legal_dict	resolved
hub:005507	事務吏員	↳吏員	吏員	hub:012141	吏員	canonical	一般に、国の公務員たる「官吏」に対し、地方公共団体その他の公共団体の職員をいう。例えば、地方税法においては、地方公共団体の税務職員を「徴税吏員」と呼んでいる(同法1Ⅲ等)。なお、憲法も、地方公共団体の職員を念頭に置いて「吏員」という用語を使用し（憲法93Ⅱ）、国の公務員には「官吏」という語を用いている（憲法734）。\n戦前の公務員制度でいえば、「吏員（公吏）」は、国の「官吏」と同様、公法上の関係によって任用されるものであり、私法上の契約を通じて使用される雇員、傭人と区別される存在であった。\n平成18年の改正前までの地方自治法においては「地方公共団体に吏員その他の職員を置く」（同法旧172Ⅰ）とし、この「吏員」を事務吏員と技術吏員に区分していたが（同法旧173Ⅰ）、現行の地方自治法では「職員」という語で一本化されている（同法172Ⅰ）。\n消防職員のうち階級を有し、制服を着用し消防事務に従事するものを「消防吏員」といい（消防組織法4Ⅱ5等）、漁業法128条1項に「漁業監督吏員」、水産資源保護法35条2項に「水産資源保護指導吏員」との用例が見られる。なお、警察法では、地方公務員たる警察	ok	yuhikaku_legal_dict	resolved
hub:005019	事実上の主張	→法律上の主張	法律上の主張	hub:011142	法律上の主張	canonical	民事訴訟において、法規の適用の結果である具体的な権利関係を主張すること及びその内容。例えば、自分がその土地の所有者であるとか、消費貸借は成立しなかったというような主張。これに対し、法律上の主張を裏付ける具体的な事実の存否の主張を「事実上の主張」という。法律上の主張にかかる陳述は、権利自白の対象となる。	ok	yuhikaku_legal_dict	resolved
hub:005057	事情裁決	↳事情判決	事情判決	hub:005061	事情判決	canonical	行政事件訴訟法上の取消訴訟で、処分又は裁決が違法ではあるが、これを取り消すと公の利益に著しい障害を生ずる場合において、裁判所が、一切の事情を考慮した上、同法三一条に基づいて請求を棄却する判決。この場合、裁判所は、当該判決の主文で、処分又は裁決の違法性を宣言しなければならない。なお、行政不服審査法における類似の制度として事情裁決（四五③）がある。	ok	yuhikaku_legal_dict	resolved
hub:004925	事業報告書	↳営業報告書	営業報告書	hub:000567	営業報告書	canonical	特定の営業年度における営業状態の概要を記載した報告書。株式会社では事業報告書と呼ばれ、いわゆる計算書類の一つとして毎事業年度に作成される（会社四三五）。他の計算書類に比べて、営業の経過等を文章で説明している点に特色がある。なお、計算書類全部を含むものを営業報告書という場合もある。	ok	yuhikaku_legal_dict	resolved
hub:004917	事業損失	↳収用損失	収用損失	hub:005824	収用損失	canonical	土地収用法（昭二六法二一九）上の残地補償に関し、土地の収用又は使用に伴う権利の剥奪又は制限に起因して残地に生ずる損失。一方、個々具体的	ok	yuhikaku_legal_dict	resolved
hub:003788	交付税	↳地方交付税	地方交付税	hub:008266	地方交付税	canonical	地方公共団体に対する財源保障制度として，国税収入の一定割合を総額とし，各地方団体の標準的な財政需要の額（基準財政需要額）と標準的な一般財源収入の額（基準財政収入額）との差額を，国から交付するもの．税とはいっても，普通の意味の税ではなく，一種の財政調整のための国からの交付金であるが，国税の一定割合にリンクしていること,地方公共団体の独立の財源たる性格をもたせるためのものであること等の意味で，昭和15年に制定された配付税の場合と同じく税の名称が用いられているのであろう。\n昭和29年の地方財政平衡交付金法の一部を改正する法律による改正前の地方財政平衡交付金と異なる一番大きな点は，「平衡交付金」は,各地方団体ごとに基準財政収入額と基準財政需要額とを計算して，後者が前者を超過する額，すなわち財源不足額を全国的に積み上げて，平衡交付金の総額を算定する建前になっていたが（旧地方財政平衡交付金法（昭和25年法律211号）6），「地方交付税」は，所得税及び法人税の収入額のそれぞれ33．1％，酒税の収入額の50％，消費税の収入額の19.5％並びに地方法人税の収入額をもって交付税の総額としていることである	ok	yuhikaku_legal_dict	resolved
hub:006805	人的公用負担	→抗弁の切断	抗弁の切断	hub:003801	抗弁の切断	canonical	手形（小切手）の譲渡人に主張できた人的抗弁が善意の譲受人には主張できないこと。手形（小切手）の譲受人が、手形債務者を害することを知らないで譲り受けたときに認められる。手形取引の安全を保護するための制度である。	ok	yuhikaku_legal_dict	resolved
hub:006752	人身の自由	→身体の自由	身体の自由						yuhikaku_legal_dict	target_not_found
hub:007902	代償的取戻権	↓賠償的取戻権	賠償的取戻権	hub:009873	賠償的取戻権	canonical	特別の取戻権の一つ。取戻権の目的である財産が譲渡された場合に、取戻権者が破産管財人、再生債務者（管財人が選任されている場合には管財人）又は更生管財人に対して現物に代えてその譲渡の反対給付請求権又は既に反対給付として受けた財産を移転するよう求める権利（破六四、民再五二②、会更六四②）。代償的取戻権ともいう。	ok	yuhikaku_legal_dict	resolved
hub:007852	代金分割	⇨価額分割	価額分割	hub:001055	価額分割	canonical	共有物の分割方法の一つで、共有物を売却し、その代金を共有者間で分割する方法。価格分割、換価分割、代金分割ということもある。現物分割が不可能な場合や現物分割によって著しく価格を損ずるおそれがある場合などに採られる方法。	ok	yuhikaku_legal_dict	resolved
hub:009680	任意投票制	⇨自由投票	自由投票	hub:005777	自由投票	canonical	①選挙における棄権に対し特別の法的制裁を加えない投票制度。任意投票ともいい、強制投票に対する。我が国法上の制度である。②議会で表決を行う場合に、政党所属議員が党議による拘束を離れて自由に投票することが認められた場合のその投票。	ok	yuhikaku_legal_dict	resolved
hub:009675	任意積立金	⇨任意準備金	任意準備金						yuhikaku_legal_dict	target_not_found
hub:009667	任意規定	「強行規定」	強行規定	hub:012665	強行規定	canonical	法規適用の態様よりする法規の分類であって，法令中の規定で当事者の意思のいかんを顧慮することなく無条件に適用されるものをいう。これに対し，当事者が当該法令の内容と異なる意思を表示しない場合にのみ適用される規定を「任意（非強行）規定」という。「強行規定」は，公の秩序に関係する規定であり，当事者の意思によって左右することを許されない。法令の個々の規定が強行規定であるか，又はそうではないかを判断するに当たって，明文をもって定めている場合はおのずから明らかであるが（例一民法466）、規定の文言自体から明らかでない場合は，当該規定又は当該法令の性質に照らしそれがいわゆる私的自治を許すものであるか，又は公の秩序に関係があるものであるかを判断して決定すべきである(なお，法の適用に関する通則法11・12参照)。\n憲法，行政関係諸法令，刑法，訴訟法等のいわゆる公法の領域においては，これらの法令は公共の秩序の観点から制定されたものであるから、その諸規定は強行規定である性質を有するのが原則であるが，民法，商法等いわゆる私法の領域においては，その規定中に強行規定と並んで任意規定の性質を有するものが少なくない。	ok	hourei_yougo_jiten_11	resolved
hub:001737	企業参加	→経営参加	経営参加						yuhikaku_legal_dict	target_not_found
hub:001736	企業財産	→営業財産	営業財産						yuhikaku_legal_dict	target_not_found
hub:001758	企業連合	→カルテル	カルテル						yuhikaku_legal_dict	target_not_found
hub:000787	会計参与設置会社	⇨会計参与	会計参与	hub:000786	会計参与	canonical	株式会社の機関の一つ（会社三二六②）。定款にこれを置く定めがある場合に、株主総会決議により、公認会計士若しくは監査法人又は税理士若しくは税理士法人から選任される（三三九・三三三①）。任期は取締役と同じで（三三四①）、取締役と共同しての計算書類等の作成、会計参与報告の作成、会計帳簿等の閲覧謄写、取締役等からの会計に関する報告の徴求等の権限を有し、取締役の職務執行に関し不正行為等を発見した際の株主への報告等の義務を負う（三七四以下）。これを置く株式会社は、会計参与設置会社と呼ばれる（三二⑧）。平成一七年の会社法制定で新設。	ok	yuhikaku_legal_dict	resolved
hub:000788	会計士補	⇨公認会計士	公認会計士	hub:003747	公認会計士	canonical	「公認会計士」とは，他人の求めに応じ，報酬を得て，財産目録，貸借対照表,損益計算書その他の財務に関する書類の監査又は証明をすることを業とする者をいい（公認会計士法２Ⅰ），従前の「計理士」の制度に代えて設けられた制度である。なお，公認会計士となるのに必要な技能を修得するため財務書類の監査又は証明の業務について公認会計士を補助する者を「会計士補」といっていたが（同法旧3Ⅰ)，公認会計士試験制度の変更に伴い平成18年以降廃止された．公認会計士は，この業務のほか，公認会計士の名称を用いて，他人の求めに応じ報酬を得て，財務書類の調製をし，財務に関する調査若しくは立案をし,又は財務に関する相談に応ずることを業とすることができる（同法2Ⅱ)．金融商品取引所に上場されている株式の発行会社等のうち一定のものが，金融商品取引法の規定により提出する貸借対照表，損益計算書その他の財務計算に関する書類には，その者と特別の利害関係のない，日本公認会計士協会による上場会社等監査人名簿への登録を受けた公認会計士又は監査法人の監査証明を受けなければならない（同法193の2，公認会計士法34の34の2)．公認会計士となる	ok	yuhikaku_legal_dict	resolved
hub:008887	伝染病	↓感染症	感染症	hub:001580	感染症	canonical	細菌，ウイルス等が人体に入って起こす疾病の総称．伝染病が人から人への感染がある疾病に限って用いられる概念であるのに対し，感染症は，人から人への感染がない破傷風等も含めた概念である．平成10年に伝染病予防法，性病予防法及び後天性免疫不全症候群の予防に関する法律（エイズ予防法）の3法が廃止され，新しい理念に基づく感染症の予防及び感染症の患者に対する医療に関する法律（以下「感染症法」という.）が制定され。この法律では感染症の語を用いている。感染症法では，旧伝染病予防法（明治30年法律36号）における一律隔離方式の伝染病対策を改め，感染力や感染した場合の症状の重篤性により感染症を類型化し，その類型ごとに患者等に対する行為制限や規制を定めている。\n-   1類感染症（ペスト，エボラ出血熱等）及び2類感染症（結核，ジフテリア等）については，都道府県知事により感染症類型に対応した適切な医療機関への入院措置が採られ，特定業務への就業が制限される。\n-   3類感染症（腸管出血性大腸菌感染症（0157）等）については，特定業務への就業が制限されるが，都道府県知事による入院措置という方法は採られない。	ok	yuhikaku_legal_dict	resolved
hub:006363	使用人発明	➡従業者発明	従業者発明						yuhikaku_legal_dict	target_not_found
hub:011255	保護検束	⇨検束	検束	hub:003160	検束	canonical	行政権により人を一定の場所に引致し，一時これを留置することをいう。行政法学上のいわゆる「即時強制」の一種である。旧行政執行法（明治33年法律84号）においては,泥酔者等救護を要する者に対し本人を保護するため必要な場合（保護検束）及び暴行闘争その他公安を害するおそれがある者に対し公安を維持するため必要な場合（予防検束）において，「検束」が認められたが，これが濫用され、人権の保護に欠けることが少なくなかった。そこで，現憲法下の警察官職務執行法においては，行政権による予防検束を否定するとともに，保護を要する者の保護についても，「検束」という用語を使用せず，かつ，その保護の措置について厳格な制限を定めている(同法3.) (口）	ok	yuhikaku_legal_dict	resolved
hub:006743	信書開封披罪	→信書開封罪	信書開封罪	hub:006742	信書開封罪	canonical	封をしてある信書を正当な理由なく開ける罪（刑一三三）。親告罪。なお、日本郵便株式会社、一般信書便事業者又は特定信書便事業者で取扱中の郵便物又は信書便物の開封に当たる場合については、信書隠匿罪の場合と同様、郵便法及び「民間事業者による信書の送達に関する法律」（平一四法九九）に特別の処罰規定があり、非親告罪とされている。	ok	yuhikaku_legal_dict	resolved
hub:002701	倉敷料	→保管料	保管料	hub:011189	保管料	canonical	倉庫営業者が受ける寄託物の保管に対する報酬。無償寄託の場合を除き、寄託者又は倉荷証券所持人に対し請求することができる。倉敷料ともいう。	ok	yuhikaku_legal_dict	resolved
hub:008735	停泊料・碇泊料	↓滞船料	滞船料						yuhikaku_legal_dict	target_not_found
hub:001861	偽造小切手	→偽造手形	偽造手形						yuhikaku_legal_dict	target_not_found
hub:006122	償還請求権	→遡求権	遡求権	hub:007662	遡求権	canonical	遡求する権利。償還請求権ともいう。	ok	yuhikaku_legal_dict	resolved
hub:006118	償還金額	→追求金額	追求金額						yuhikaku_legal_dict	target_not_found
hub:011915	優生保護法	↳母体保護法	母体保護法	hub:011361	母体保護法	canonical	昭和二三年法律一五六号。母性の生命健康を保護することを目的として、不妊手術及び人工妊娠中絶、受胎調節の実地指導等に関する事項を定める。従前、優生保護法として、「優生上の見地から不良な子孫の出生を防止する」ことを目的に掲げ、優生手術を規定していたが、平成八年の改正において、優生思想に基づく部分を削除するとともに、法律名も変更された。	ok	yuhikaku_legal_dict	resolved
hub:013111	元方事業主	「事業主」	事業主	hub:004920	事業主	canonical	字義としては，事業経営の主体のことであるが，法令においては，主として，労働関係における使用者側の当事者を指す用語として，用いられている。なお，労働者を雇用して事業を行う者の意で用いる旨を定める例もある（建設労働者の雇用の改善等に関する法律2条5項等参照）.\n\n通常，「事業主」とは，事業が法人組織によって行われる場合には法人自体を，事業が法人組織以外の団体によって行われる場合にはその代表者を，事業が個人によって行われる場合には当該個人自体を意味するが（労働基準法10条等，労働者災害補償保険法31条1項，雇用保険法7条等，健康保険法8条等，厚生年金保険法27条等)，事業が法人組織によって行われる場合においても，法人の代表者を含む趣旨で用いられることがある（雇用保険法76条1項，労働保険の保険料の徴収等に関する法律42条等．なお，労働基準法121条1項ただし書参照).\n\nところで，建設事業等においては，事業主が一定の場所で行う工事等の一部を下請負人に請け負わせることが多い（その下請負人がその請け負った工事等の一部を更に他の請負人に請け負わせる等によって，請負関係が重層的に形成されるこ	ok	hourei_yougo_jiten_11	resolved
hub:007394	先買権	↓さきがいけん	さきがいけん	hub:004710	先買権	provisional	先買いすることのできる権利（例、会社一四〇④）。	ok	yuhikaku_legal_dict	resolved_via_reading
hub:009663	入猟税	↳狩猟税	狩猟税						yuhikaku_legal_dict	target_not_found
