object,op,key,detail,before_row,after_row,reason
hanrei,TRUE_DUP(dedup remove),28231724,merged into 判例ID=28231724 (survivor),28231724 | 最高第3小法廷 | 20150518 | h27(し)149 | 最高第3小法廷|20150518|h27(し)149 | 最高裁判所第三小法廷 | 平成２７年５月１８日 | 平成２７年（し）１４９号 | 弁護人に対する出頭在廷命令に従わないことに対する過料決定に対する即時抗告棄却決定に対する特別抗告事件,(removed; survivor=28231724 | 最高第3小法廷 | 20150518 | h27(し)149 | 最高第3小法廷|20150518|h27(し)149 | 最高裁判所第三小法廷 | 平成２７年５月１８日 | 平成２７年（し）１４９号 | 弁護人に対する出頭在廷命令に従わないことに対する過料決定に対する即時抗告棄却決定に対する特別抗告事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28283369,merged into 判例ID=28283369 (survivor),28283369 | 最高第2小法廷 | 20150916 | h26(受)2051 | 最高第2小法廷|20150916|h26(受)2051 | 最高裁判所第二小法廷 | 平成２７年９月１６日 | 平成２６年（受）２０５１号 | 審決取消請求事件,(removed; survivor=28283369 | 最高第2小法廷 | 20150916 | h26(受)2051 | 最高第2小法廷|20150916|h26(受)2051 | 最高裁判所第二小法廷 | 平成２７年９月１６日 | 平成２６年（受）２０５１号 | 審決取消請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231799,merged into 判例ID=28231799 (survivor),28231799 | 大阪高 | 20150521 | h26(ネ)317 | 大阪高|20150521|h26(ネ)317 | 大阪高等裁判所 | 平成２７年５月２１日 | 平成２６年（ネ）３１７号 | 役員責任査定決定に対する異議の訴え・同反訴・損害賠償請求控訴事件,(removed; survivor=28231799 | 大阪高 | 20150521 | h26(ネ)317 | 大阪高|20150521|h26(ネ)317 | 大阪高等裁判所 | 平成２７年５月２１日 | 平成２６年（ネ）３１７号 | 役員責任査定決定に対する異議の訴え・同反訴・損害賠償請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231977,merged into 判例ID=28231977 (survivor),28231977 | 知財高 | 20150525 | h26(ネ)10130 | 知財高|20150525|h26(ネ)10130 | 知的財産高等裁判所 | 平成２７年５月２５日 | 平成２６年（ネ）１０１３０号 | 損害賠償請求控訴事件,(removed; survivor=28231977 | 知財高 | 20150525 | h26(ネ)10130 | 知財高|20150525|h26(ネ)10130 | 知的財産高等裁判所 | 平成２７年５月２５日 | 平成２６年（ネ）１０１３０号 | 損害賠償請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28232595,merged into 判例ID=28232595 (survivor),28232595 | 最高第2小法廷 | 20150624 | h26(オ)941 | 最高第2小法廷|20150624|h26(オ)941 | 最高裁判所第二小法廷 | 平成２７年６月２４日 | 平成２６年（オ）９４１号／平成２６年（受）１１９２号 | 特許権侵害差止等請求事件,(removed; survivor=28232595 | 最高第2小法廷 | 20150624 | h26(オ)941h26(受)1192 | 最高第2小法廷|20150624|h26(オ)941h26(受)1192 | 最高裁判所第二小法廷 | 平成２７年６月２４日 | 平成２６年（オ）９４１号／平成２６年（受）１１９２号 | 特許権侵害差止等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231431,merged into 判例ID=28231431 (survivor),28231431 | 知財高 | 20150414 | h26(ネ)10063 | 知財高|20150414|h26(ネ)10063 | 知的財産高等裁判所 | 平成２７年４月１４日 | 平成２６年（ネ）１００６３号 | 著作権侵害行為差止等請求控訴事件,(removed; survivor=28231431 | 知財高 | 20150414 | h26(ネ)10063 | 知財高|20150414|h26(ネ)10063 | 知的財産高等裁判所 | 平成２７年４月１４日 | 平成２６年（ネ）１００６３号 | 著作権侵害行為差止等請求控訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28232960,merged into 判例ID=28232960 (survivor),28232960 | 東京地 | 20150317 | h24(ワ)29116 | 東京地|20150317|h24(ワ)29116 | 東京地方裁判所 | 平成２７年３月１７日 | 平成２４年（ワ）２９１１６号 | 否認請求事件,(removed; survivor=28232960 | 東京地 | 20150317 | h24(ワ)29116 | 東京地|20150317|h24(ワ)29116 | 東京地方裁判所 | 平成２７年３月１７日 | 平成２４年（ワ）２９１１６号 | 否認請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28240036,merged into 判例ID=28240036 (survivor),28240036 | 東京地 | 20150629 | h25(ワ)17534 | 東京地|20150629|h25(ワ)17534 | 東京地方裁判所 | 平成２７年６月２９日 | 平成２５年（ワ）１７５３４号 | 取締役地位確認等請求事件,(removed; survivor=28240036 | 東京地 | 20150629 | h25(ワ)17534 | 東京地|20150629|h25(ワ)17534 | 東京地方裁判所 | 平成２７年６月２９日 | 平成２５年（ワ）１７５３４号 | 取締役地位確認等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28230321,merged into 判例ID=28230321 (survivor),28230321 | 最高第2小法廷 | 20150122 | h26(許)26 | 最高第2小法廷|20150122|h26(許)26 | 最高裁判所第二小法廷 | 平成２７年１月２２日 | 平成２６年（許）２６号 | 間接強制決定に対する執行抗告棄却決定に対する許可抗告事件,(removed; survivor=28230321 | 最高第2小法廷 | 20150122 | h26(許)26 | 最高第2小法廷|20150122|h26(許)26 | 最高裁判所第二小法廷 | 平成２７年１月２２日 | 平成２６年（許）２６号 | 間接強制決定に対する執行抗告棄却決定に対する許可抗告事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28241692,merged into 判例ID=28241692 (survivor),28241692 | 大阪地 | 20150605 | h25(わ)5962 | 大阪地|20150605|h25(わ)5962 | 大阪地方裁判所 | 平成２７年６月５日 | 平成２５年（わ）５９６２号／平成２６年（わ）２８号／平成２６年（わ）４６８号／平成２６年（わ）１３１８号／平成２６年（わ）１４２１号／平成２６年（わ）２２４６号／平成２６年（わ）２９４７号／平成２６年（わ）３１６４号／平成２６年（わ）３７３９号／平成２６年（わ）４５６９号 | 窃盗、建造物侵入、傷害被告事件,(removed; survivor=28241692 | 大阪地 | 20150605 | h25(わ)5962h26(わ)28h26(わ)468h26(わ)1318h26(わ)1421h26(わ)2246h26(わ)2947h26(わ)3164h26(わ)3739h26(わ)4569 | 大阪地|20150605|h25(わ)5962h26(わ)28h26(わ)468h26(わ)1318h26(わ)1421h26(わ)2246h26(わ)2947h26(わ)3164h26(わ)3739h26(わ)4569 | 大阪地方裁判所 | 平成２７年６月５日 | 平成２５年（わ）５９６２号／平成２６年（わ）２８号／平成２６年（わ）４６８号／平成２６年（わ）１３１８号／平成２６年（わ）１４２１号／平成２６年（わ）２２４６号／平成２６年（わ）２９４７号／平成２６年（わ）３１６４号／平成２６年（わ）３７３９号／平成２６年（わ）４５６９号 | 窃盗、建造物侵入、傷害被告事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231778,merged into 判例ID=28231778 (survivor),28231778 | 最高第3小法廷 | 20150519 | h26(許)36 | 最高第3小法廷|20150519|h26(許)36 | 最高裁判所第三小法廷 | 平成２７年５月１９日 | 平成２６年（許）３６号 | 手数料還付申立て却下決定に対する抗告棄却決定に対する許可抗告事件,(removed; survivor=28231778 | 最高第3小法廷 | 20150519 | h26(許)36 | 最高第3小法廷|20150519|h26(許)36 | 最高裁判所第三小法廷 | 平成２７年５月１９日 | 平成２６年（許）３６号 | 手数料還付申立て却下決定に対する抗告棄却決定に対する許可抗告事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28263071,merged into 判例ID=28263071 (survivor),28263071 | 最高第2小法廷 | 20150330 | h26(あ)592 | 最高第2小法廷|20150330|h26(あ)592 | 最高裁判所第二小法廷 | 平成２７年３月３０日 | 平成２６年（あ）５９２号 | 民事再生法違反、詐欺被告事件,(removed; survivor=28263071 | 最高第2小法廷 | 20150330 | h26(あ)592 | 最高第2小法廷|20150330|h26(あ)592 | 最高裁判所第二小法廷 | 平成２７年３月３０日 | 平成２６年（あ）５９２号 | 民事再生法違反、詐欺被告事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28260111,merged into 判例ID=28260111 (survivor),28260111 | 最高第2小法廷 | 20150918 | h27(受)863 | 最高第2小法廷|20150918|h27(受)863 | 最高裁判所第二小法廷 | 平成２７年９月１８日 | 平成２７年（受）８６３号 | ,(removed; survivor=28260111 | 最高第2小法廷 | 20150918 | h27(受)863 | 最高第2小法廷|20150918|h27(受)863 | 最高裁判所第二小法廷 | 平成２７年９月１８日 | 平成２７年（受）８６３号 | ),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28262375,merged into 判例ID=28262375 (survivor),28262375 | 最高第2小法廷 | 20150123 | h26(受)1264 | 最高第2小法廷|20150123|h26(受)1264 | 最高裁判所第二小法廷 | 平成２７年１月２３日 | 平成２６年（受）１２６４号 | 各損害賠償請求事件,(removed; survivor=28262375 | 最高第2小法廷 | 20150123 | h26(受)1264 | 最高第2小法廷|20150123|h26(受)1264 | 最高裁判所第二小法廷 | 平成２７年１月２３日 | 平成２６年（受）１２６４号 | 各損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28232003,merged into 判例ID=28232003 (survivor),28232003 | 東京高 | 20150519 | h26(ネ)5472 | 東京高|20150519|h26(ネ)5472 | 東京高等裁判所 | 平成２７年５月１９日 | 平成２６年（ネ）５４７２号／平成２７年（ネ）３１８号 | 損害賠償請求控訴事件（５４７２号）、同附帯控訴事件（３１８号）,(removed; survivor=28232003 | 東京高 | 20150519 | h26(ネ)5472h27(ネ)318 | 東京高|20150519|h26(ネ)5472h27(ネ)318 | 東京高等裁判所 | 平成２７年５月１９日 | 平成２６年（ネ）５４７２号／平成２７年（ネ）３１８号 | 損害賠償請求控訴事件（５４７２号）、同附帯控訴事件（３１８号）),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28234295,merged into 判例ID=28234295 (survivor),28234295 | 東京地 | 20150310 | h24(ワ)36893 | 東京地|20150310|h24(ワ)36893 | 東京地方裁判所 | 平成２７年３月１０日 | 平成２４年（ワ）３６８９３号 | 損害賠償等請求事件,(removed; survivor=28234295 | 東京地 | 20150310 | h24(ワ)36893 | 東京地|20150310|h24(ワ)36893 | 東京地方裁判所 | 平成２７年３月１０日 | 平成２４年（ワ）３６８９３号 | 損害賠償等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28234351,merged into 判例ID=28234351 (survivor),28234351 | 東京地 | 20150206 | h25(ワ)14749 | 東京地|20150206|h25(ワ)14749 | 東京地方裁判所 | 平成２７年２月６日 | 平成２５年（ワ）１４７４９号／平成２５年（ワ）３４３５９号／平成２５年（ワ）３４３６５号 | 売掛金請求本訴・損害賠償請求反訴事件、損害賠償請求事件,(removed; survivor=28234351 | 東京地 | 20150206 | h25(ワ)14749h25(ワ)34359h25(ワ)34365 | 東京地|20150206|h25(ワ)14749h25(ワ)34359h25(ワ)34365 | 東京地方裁判所 | 平成２７年２月６日 | 平成２５年（ワ）１４７４９号／平成２５年（ワ）３４３５９号／平成２５年（ワ）３４３６５号 | 売掛金請求本訴・損害賠償請求反訴事件、損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28242593,merged into 判例ID=28242593 (survivor),28242593 | 東京地 | 20150714 | h25(ワ)17124 | 東京地|20150714|h25(ワ)17124 | 東京地方裁判所 | 平成２７年７月１４日 | 平成２５年（ワ）１７１２４号／平成２６年（ワ）１０８１号 | 建物明渡等請求、所有権移転登記請求事件,(removed; survivor=28242593 | 東京地 | 20150714 | h25(ワ)17124h26(ワ)1081 | 東京地|20150714|h25(ワ)17124h26(ワ)1081 | 東京地方裁判所 | 平成２７年７月１４日 | 平成２５年（ワ）１７１２４号／平成２６年（ワ）１０８１号 | 建物明渡等請求、所有権移転登記請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),29013367,merged into 判例ID=29013367 (survivor),29013367 | 東京地 | 20150810 | h25(ワ)20107 | 東京地|20150810|h25(ワ)20107 | 東京地方裁判所 | 平成２７年８月１０日 | 平成２５年（ワ）２０１０７号 | 立替金請求事件,(removed; survivor=29013367 | 東京地 | 20150810 | h25(ワ)20107 | 東京地|20150810|h25(ワ)20107 | 東京地方裁判所 | 平成２７年８月１０日 | 平成２５年（ワ）２０１０７号 | 立替金請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28240020,merged into 判例ID=28240020 (survivor),28240020 | 東京地 | 20150925 | h25(ワ)20746 | 東京地|20150925|h25(ワ)20746 | 東京地方裁判所 | 平成２７年９月２５日 | 平成２５年（ワ）２０７４６号 | 懲戒処分無効確認等請求事件,(removed; survivor=28240020 | 東京地 | 20150925 | h25(ワ)20746 | 東京地|20150925|h25(ワ)20746 | 東京地方裁判所 | 平成２７年９月２５日 | 平成２５年（ワ）２０７４６号 | 懲戒処分無効確認等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28232165,merged into 判例ID=28232165 (survivor),28232165 | 東京地 | 20150113 | h25(ワ)25059 | 東京地|20150113|h25(ワ)25059 | 東京地方裁判所 | 平成２７年１月１３日 | 平成２５年（ワ）２５０５９号 | 地位確認等請求事件,(removed; survivor=28232165 | 東京地 | 20150113 | h25(ワ)25059 | 東京地|20150113|h25(ワ)25059 | 東京地方裁判所 | 平成２７年１月１３日 | 平成２５年（ワ）２５０５９号 | 地位確認等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233489,merged into 判例ID=28233489 (survivor),28233489 | 東京地 | 20150528 | h25(ワ)25127 | 東京地|20150528|h25(ワ)25127 | 東京地方裁判所 | 平成２７年５月２８日 | 平成２５年（ワ）２５１２７号／平成２６年（ワ）３１６５７号 | 休職命令無効確認等請求事件（２５１２７号）、地位確認請求事件（３１６５７号）,(removed; survivor=28233489 | 東京地 | 20150528 | h25(ワ)25127h26(ワ)31657 | 東京地|20150528|h25(ワ)25127h26(ワ)31657 | 東京地方裁判所 | 平成２７年５月２８日 | 平成２５年（ワ）２５１２７号／平成２６年（ワ）３１６５７号 | 休職命令無効確認等請求事件（２５１２７号）、地位確認請求事件（３１６５７号）),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233811,merged into 判例ID=28233811 (survivor),28233811 | 東京地 | 20150330 | h25(ワ)26250 | 東京地|20150330|h25(ワ)26250 | 東京地方裁判所 | 平成２７年３月３０日 | 平成２５年（ワ）２６２５０号 | 損害賠償等請求事件,(removed; survivor=28233811 | 東京地 | 20150330 | h25(ワ)26250 | 東京地|20150330|h25(ワ)26250 | 東京地方裁判所 | 平成２７年３月３０日 | 平成２５年（ワ）２６２５０号 | 損害賠償等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28232604,merged into 判例ID=28232604 (survivor),28232604 | 東京地 | 20150218 | h25(ワ)28035 | 東京地|20150218|h25(ワ)28035 | 東京地方裁判所 | 平成２７年２月１８日 | 平成２５年（ワ）２８０３５号 | 損害賠償等請求事件,(removed; survivor=28232604 | 東京地 | 20150218 | h25(ワ)28035 | 東京地|20150218|h25(ワ)28035 | 東京地方裁判所 | 平成２７年２月１８日 | 平成２５年（ワ）２８０３５号 | 損害賠償等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233468,merged into 判例ID=28233468 (survivor),28233468 | 東京地 | 20150424 | h25(ワ)29202 | 東京地|20150424|h25(ワ)29202 | 東京地方裁判所 | 平成２７年４月２４日 | 平成２５年（ワ）２９２０２号 | 損害賠償請求事件,(removed; survivor=28233468 | 東京地 | 20150424 | h25(ワ)29202 | 東京地|20150424|h25(ワ)29202 | 東京地方裁判所 | 平成２７年４月２４日 | 平成２５年（ワ）２９２０２号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233144,merged into 判例ID=28233144 (survivor),28233144 | 東京地 | 20150828 | h25(ワ)32465 | 東京地|20150828|h25(ワ)32465 | 東京地方裁判所 | 平成２７年８月２８日 | 平成２５年（ワ）３２４６５号 | 著作権侵害差止等請求事件,(removed; survivor=28233144 | 東京地 | 20150828 | h25(ワ)32465 | 東京地|20150828|h25(ワ)32465 | 東京地方裁判所 | 平成２７年８月２８日 | 平成２５年（ワ）３２４６５号 | 著作権侵害差止等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28232110,merged into 判例ID=28232110 (survivor),28232110 | 東京地 | 20150205 | h25(ワ)33369 | 東京地|20150205|h25(ワ)33369 | 東京地方裁判所 | 平成２７年２月５日 | 平成２５年（ワ）３３３６９号 | 建物明渡請求事件,(removed; survivor=28232110 | 東京地 | 20150205 | h25(ワ)33369 | 東京地|20150205|h25(ワ)33369 | 東京地方裁判所 | 平成２７年２月５日 | 平成２５年（ワ）３３３６９号 | 建物明渡請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233412,merged into 判例ID=28233412 (survivor),28233412 | 東京地 | 20150717 | h25(ワ)34278 | 東京地|20150717|h25(ワ)34278 | 東京地方裁判所 | 平成２７年７月１７日 | 平成２５年（ワ）３４２７８号 | 退職金請求事件,(removed; survivor=28233412 | 東京地 | 20150717 | h25(ワ)34278 | 東京地|20150717|h25(ワ)34278 | 東京地方裁判所 | 平成２７年７月１７日 | 平成２５年（ワ）３４２７８号 | 退職金請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28240655,merged into 判例ID=28240655 (survivor),28240655 | 東京地 | 20150528 | h25(ワ)3695 | 東京地|20150528|h25(ワ)3695 | 東京地方裁判所 | 平成２７年５月２８日 | 平成２５年（ワ）３６９５号 | 損害賠償請求事件,(removed; survivor=28240655 | 東京地 | 20150528 | h25(ワ)3695 | 東京地|20150528|h25(ワ)3695 | 東京地方裁判所 | 平成２７年５月２８日 | 平成２５年（ワ）３６９５号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),29015407,merged into 判例ID=29015407 (survivor),29015407 | 東京地 | 20151116 | h25(ワ)640 | 東京地|20151116|h25(ワ)640 | 東京地方裁判所 | 平成２７年１１月１６日 | 平成２５年（ワ）６４０号 | 解雇無効確認等請求事件,(removed; survivor=29015407 | 東京地 | 20151116 | h25(ワ)640 | 東京地|20151116|h25(ワ)640 | 東京地方裁判所 | 平成２７年１１月１６日 | 平成２５年（ワ）６４０号 | 解雇無効確認等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233808,merged into 判例ID=28233808 (survivor),28233808 | 東京地 | 20150422 | h25(ワ)8188 | 東京地|20150422|h25(ワ)8188 | 東京地方裁判所 | 平成２７年４月２２日 | 平成２５年（ワ）８１８８号 | 不当利得返還等請求事件,(removed; survivor=28233808 | 東京地 | 20150422 | h25(ワ)8188 | 東京地|20150422|h25(ワ)8188 | 東京地方裁判所 | 平成２７年４月２２日 | 平成２５年（ワ）８１８８号 | 不当利得返還等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28240928,merged into 判例ID=28240928 (survivor),28240928 | 東京地 | 20150708 | h25(ワ)9857 | 東京地|20150708|h25(ワ)9857 | 東京地方裁判所 | 平成２７年７月８日 | 平成２５年（ワ）９８５７号 | 報酬請求事件,(removed; survivor=28240928 | 東京地 | 20150708 | h25(ワ)9857 | 東京地|20150708|h25(ワ)9857 | 東京地方裁判所 | 平成２７年７月８日 | 平成２５年（ワ）９８５７号 | 報酬請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),29013902,merged into 判例ID=29013902 (survivor),29013902 | 東京地 | 20150901 | h26(ワ)8713 | 東京地|20150901|h26(ワ)8713 | 東京地方裁判所 | 平成２７年９月１日 | 平成２６年（ワ）８７１３号／平成２６年（ワ）１２２４６号 | 損害賠償請求事件（８７１３号）、原状回復費等請求事件（１２２４６号）,(removed; survivor=29013902 | 東京地 | 20150901 | h26(ワ)8713h26(ワ)12246 | 東京地|20150901|h26(ワ)8713h26(ワ)12246 | 東京地方裁判所 | 平成２７年９月１日 | 平成２６年（ワ）８７１３号／平成２６年（ワ）１２２４６号 | 損害賠償請求事件（８７１３号）、原状回復費等請求事件（１２２４６号）),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28241649,merged into 判例ID=28241649 (survivor),28241649 | 東京地 | 20150717 | h26(ワ)13401 | 東京地|20150717|h26(ワ)13401 | 東京地方裁判所 | 平成２７年７月１７日 | 平成２６年（ワ）１３４０１号／平成２６年（ワ）２２４５６号 | 請負代金支払請求本訴、原状回復請求反訴事件,(removed; survivor=28241649 | 東京地 | 20150717 | h26(ワ)13401h26(ワ)22456 | 東京地|20150717|h26(ワ)13401h26(ワ)22456 | 東京地方裁判所 | 平成２７年７月１７日 | 平成２６年（ワ）１３４０１号／平成２６年（ワ）２２４５６号 | 請負代金支払請求本訴、原状回復請求反訴事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28230564,merged into 判例ID=28230564 (survivor),28230564 | 東京地 | 20150210 | h26(ワ)1458 | 東京地|20150210|h26(ワ)1458 | 東京地方裁判所 | 平成２７年２月１０日 | 平成２６年（ワ）１４５８号 | 保険金請求事件,(removed; survivor=28230564 | 東京地 | 20150210 | h26(ワ)1458 | 東京地|20150210|h26(ワ)1458 | 東京地方裁判所 | 平成２７年２月１０日 | 平成２６年（ワ）１４５８号 | 保険金請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233469,merged into 判例ID=28233469 (survivor),28233469 | 東京地 | 20150216 | h26(ワ)16514 | 東京地|20150216|h26(ワ)16514 | 東京地方裁判所 | 平成２７年２月１６日 | 平成２６年（ワ）１６５１４号 | 玄関扉外部改修工事協力義務確認等請求事件,(removed; survivor=28233469 | 東京地 | 20150216 | h26(ワ)16514 | 東京地|20150216|h26(ワ)16514 | 東京地方裁判所 | 平成２７年２月１６日 | 平成２６年（ワ）１６５１４号 | 玄関扉外部改修工事協力義務確認等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28241688,merged into 判例ID=28241688 (survivor),28241688 | 東京地 | 20150218 | h26(ワ)215 | 東京地|20150218|h26(ワ)215 | 東京地方裁判所 | 平成２７年２月１８日 | 平成２６年（ワ）２１５号 | 未払管理費等請求事件,(removed; survivor=28241688 | 東京地 | 20150218 | h26(ワ)215 | 東京地|20150218|h26(ワ)215 | 東京地方裁判所 | 平成２７年２月１８日 | 平成２６年（ワ）２１５号 | 未払管理費等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28241127,merged into 判例ID=28241127 (survivor),28241127 | 東京地 | 20150326 | h26(ワ)21654 | 東京地|20150326|h26(ワ)21654 | 東京地方裁判所 | 平成２７年３月２６日 | 平成２６年（ワ）２１６５４号 | 生命保険契約存在確認請求事件,(removed; survivor=28241127 | 東京地 | 20150326 | h26(ワ)21654 | 東京地|20150326|h26(ワ)21654 | 東京地方裁判所 | 平成２７年３月２６日 | 平成２６年（ワ）２１６５４号 | 生命保険契約存在確認請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231946,merged into 判例ID=28231946 (survivor),28231946 | 東京地 | 20150316 | h26(ワ)26099 | 東京地|20150316|h26(ワ)26099 | 東京地方裁判所 | 平成２７年３月１６日 | 平成２６年（ワ）２６０９９号 | 株主総会無効確認請求事件,(removed; survivor=28231946 | 東京地 | 20150316 | h26(ワ)26099 | 東京地|20150316|h26(ワ)26099 | 東京地方裁判所 | 平成２７年３月１６日 | 平成２６年（ワ）２６０９９号 | 株主総会無効確認請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28233102,merged into 判例ID=28233102 (survivor),28233102 | 東京地 | 20150805 | h26(ワ)33320 | 東京地|20150805|h26(ワ)33320 | 東京地方裁判所 | 平成２７年８月５日 | 平成２６年（ワ）３３３２０号 | ビットコイン引渡等請求事件,(removed; survivor=28233102 | 東京地 | 20150805 | h26(ワ)33320 | 東京地|20150805|h26(ワ)33320 | 東京地方裁判所 | 平成２７年８月５日 | 平成２６年（ワ）３３３２０号 | ビットコイン引渡等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),29015918,merged into 判例ID=29015918 (survivor),29015918 | 東京地 | 20151214 | h26(ワ)33509 | 東京地|20151214|h26(ワ)33509 | 東京地方裁判所 | 平成２７年１２月１４日 | 平成２６年（ワ）３３５０９号 | 業務委託料等請求事件,(removed; survivor=29015918 | 東京地 | 20151214 | h26(ワ)33509 | 東京地|20151214|h26(ワ)33509 | 東京地方裁判所 | 平成２７年１２月１４日 | 平成２６年（ワ）３３５０９号 | 業務委託料等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28231959,merged into 判例ID=28231959 (survivor),28231959 | 東京地 | 20150128 | h26(ワ)4763 | 東京地|20150128|h26(ワ)4763 | 東京地方裁判所 | 平成２７年１月２８日 | 平成２６年（ワ）４７６３号 | 損害賠償請求事件,(removed; survivor=28231959 | 東京地 | 20150128 | h26(ワ)4763 | 東京地|20150128|h26(ワ)4763 | 東京地方裁判所 | 平成２７年１月２８日 | 平成２６年（ワ）４７６３号 | 損害賠償請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28230458,merged into 判例ID=28230458 (survivor),28230458 | 東京地 | 20150129 | h26(ワ)7213 | 東京地|20150129|h26(ワ)7213 | 東京地方裁判所 | 平成２７年１月２９日 | 平成２６年（ワ）７２１３号 | パブリシティ権侵害差止等請求事件,(removed; survivor=28230458 | 東京地 | 20150129 | h26(ワ)7213 | 東京地|20150129|h26(ワ)7213 | 東京地方裁判所 | 平成２７年１月２９日 | 平成２６年（ワ）７２１３号 | パブリシティ権侵害差止等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),29015582,merged into 判例ID=29015582 (survivor),29015582 | 東京地 | 20151209 | h26(行ウ)519 | 東京地|20151209|h26(行ウ)519 | 東京地方裁判所 | 平成２７年１２月９日 | 平成２６年（行ウ）５１９号 | 源泉所得税納税告知処分取消等請求事件,(removed; survivor=29015582 | 東京地 | 20151209 | h26(行ウ)519 | 東京地|20151209|h26(行ウ)519 | 東京地方裁判所 | 平成２７年１２月９日 | 平成２６年（行ウ）５１９号 | 源泉所得税納税告知処分取消等請求事件),survivor rule: full-docket/correct-court/min-ID
hanrei,TRUE_DUP(dedup remove),28234170,merged into 判例ID=28234170 (survivor),28234170 | 東京地 | 20151113 | h27(ワ)27 | 東京地|20151113|h27(ワ)27 | 東京地方裁判所 | 平成２７年１１月１３日 | 平成２７年（ワ）２７号 | 商標権に基づく差止等請求事件,(removed; survivor=28234170 | 東京地 | 20151113 | h27(ワ)27 | 東京地|20151113|h27(ワ)27 | 東京地方裁判所 | 平成２７年１１月１３日 | 平成２７年（ワ）２７号 | 商標権に基づく差止等請求事件),survivor rule: full-docket/correct-court/min-ID
