article_id,title,court_extracted,date_extracted,extracted_ok,hanrei_id_candidate,match_status
issn:0448-0791#1#p100,平等判例における違憲判断と救済方法の到達点（国籍法違憲判決）（平成２０．６．４最高大判）（特集 憲法最高裁判例を読み直す）,最高大,20080604,1,,no_match
issn:0448-0791#1#p108,「日の丸・君が代訴訟」を振り返る――最高裁諸判決の意義と課題（日の丸・君が代訴訟）（平成１９．２．２７最高三小判，平成２３．５．３０最高二小判，平成２４．１．１６最高一小判）（特集 憲法最高裁判例を読み直す）,最高三小,20070227,1,,no_match
issn:0448-0791#1#p125,政教分離規定の憲法判断の枠組み（空知太神社訴訟）（平成２２．１．２０最高大判）（特集 憲法最高裁判例を読み直す）,最高大,20100120,1,28160142;28160143,matched_multi
issn:0448-0791#1#p18,猿払事件判決と憲法上の権利の「制約」類型（猿仏事件判決）（昭和４９．１１．６最高大判）（特集 憲法最高裁判例を読み直す）,最高大,19741106,1,27670763;27761040;27670762,matched_multi
issn:0448-0791#1#p25,公務の民間化と労働基本権――公務員関係の自律性は憲法秩序の構成要素か（名古屋中郵事件判決）（昭和５２．５．４最高大判）（特集 憲法最高裁判例を読み直す）,最高大,19770504,1,27670838,matched_unique
issn:0448-0791#1#p33,復活の日なき無効力論（三菱樹脂事件判決）（昭和４８．１２．１２最高大判）（特集 憲法最高裁判例を読み直す）,最高大,19731212,1,27000458,matched_unique
issn:0448-0791#1#p41,１票の較差をめぐる「違憲審査のゲーム」（投票価値の平等）（昭和５１．４．１４最高大判）（特集 憲法最高裁判例を読み直す）,最高大,19760414,1,27000326,matched_unique
issn:0448-0791#1#p50,ネット時代の名誉毀損・プライバシー侵害と「事前抑制」（北方ジャーナル事件判決）（昭和６１．６．１１最高大判）（特集 憲法最高裁判例を読み直す）,最高大,19860611,1,27100045,matched_unique
issn:0448-0791#1#p59,経済的活動の自由を規制する立法の違憲審査基準（森林法事件判決）（昭和６２．４．２２最高大判）（特集 憲法最高裁判例を読み直す）,最高大,19870422,1,27100065,matched_unique
issn:0448-0791#1#p66,人権の私人間効力と法秩序の公共性保障機能――南九州税理士会訴訟最高裁判決が問いかけたもの（南九州税理士会事件判決）（平成８．３．１９最高三小判）（特集 憲法最高裁判例を読み直す）,最高三小,19960319,1,28010412,matched_unique
issn:0448-0791#1#p73,郵便法の責任免除・制限規定の合憲性審査（郵便法違憲判決）（平成１４．９．１１最高大判）（特集 憲法最高裁判例を読み直す）,最高大,20020911,1,28072380,matched_unique
issn:0448-0791#1#p81,選挙権制約の合憲性審査と立法行為の国家賠償法上の違法性判断（在外国民選挙権訴訟）（平成１７．９．１４最高大判）（特集 憲法最高裁判例を読み直す）,最高大,20050914,1,28101810,matched_unique
issn:0448-0791#1#p90,過度広汎性・明確性の理論と合憲限定解釈（広島市暴走族追放条例事件判決）（平成１９．９．１８最高三小判）（特集 憲法最高裁判例を読み直す）,最高三小,20070918,1,,no_match
issn:0448-0791#1548#p10,税務通達を「文理解釈」した原審の判断手法が排斥された事例（令和２．３．２４最高三小判）＜租税判例速報＞,最高三小,20200324,1,28281160;28281075;28281158;28341597;28282395,matched_multi
issn:0448-0791#1548#p2,調査委員会の費用と取締役の賠償責任（令和２．２．１３東京地判）＜会社法判例速報＞,東京地,20200213,1,28281451;29059157;29059117;29059158;29059525,matched_multi
issn:0448-0791#1548#p4,６５歳定年制における定年延長拒否の違法性の判断――同志社事件（令和２．３．１７京都地判）＜労働判例速報＞,京都地,20200317,1,28340995,matched_unique
issn:0448-0791#1548#p6,事業者団体の加入拒否が事業者数の制限に当たるかを判断した事例（令和２．３．２６東京地判）＜独禁法事例速報＞,東京地,20200326,1,29060174;28281173;29059745;29059576;29059882,matched_multi
issn:0448-0791#1549#p10,共有物分割による土地の取得と不動産取得税の課税（令和２．３．１９最高一小判）＜租税判例速報＞,最高一小,20200319,1,,date_only_court_miss
issn:0448-0791#1549#p100,従業員等派遣と優越的地位の濫用の認定――株式会社エディオンによる優越的地位の濫用に対する課徴金の一部取消事件（令和元．１０．２公取委審判審決）＜経済法判例研究会２８７＞,公取委審,20191002,1,,date_only_court_miss
issn:0448-0791#1549#p104,車両保険金請求権と請求権代位（平成３０．４．２５東京高判）＜商事判例研究３３９０＞,東京高,20180425,1,28261950;28262570;28322547;28262317;28262542,matched_multi
issn:0448-0791#1549#p108,取締役解任の「正当な理由」の根拠となる事情の認識時期（平成３０．３．２９東京地判）＜商事判例研究３３９１＞,東京地,20180329,1,28263736;29049242;28264125;28261448;29049646,matched_multi
issn:0448-0791#1549#p116,ＨＩＶ感染不告知を理由とする内定取消しと医療記録利用の適法性――北海道社会事業協会事件（令和元．９．１７札幌地判）＜労働判例研究１３７７＞,札幌地,20190917,1,28273994,matched_unique
issn:0448-0791#1549#p120,過少な業務によるうつ病の悪化と使用者の注意義務――食品会社Ａ社（障害者雇用枠採用社員）事件（令和元．６．１９札幌地判）＜労働判例研究１３７８＞,札幌地,20190619,1,28274495;28280441,matched_multi
issn:0448-0791#1549#p124,輸出業を営む個人事業者が課税仕入れを行っていないとされた事例（平成３１．２．２０東京地判）＜租税判例研究５７１＞,東京地,20190220,1,,no_match
issn:0448-0791#1549#p128,不法行為に基づく国際裁判管轄と特別の事情による訴えの却下（平成２９．９．１３東京地判）＜渉外判例研究６８５＞,東京地,20170913,1,29031613;29031791;28253928;28253864;29031514,matched_multi
issn:0448-0791#1549#p2,子会社による違法な親会社株式取得の効力（令和元．１１．２１東京高判）＜会社法判例速報＞,東京高,20191121,1,28283282;28342256;28281808,matched_multi
issn:0448-0791#1549#p4,労働契約における職種限定の有無――日通学園事件（令和２．３．２５千葉地判）＜労働判例速報＞,千葉地,20200325,1,28281533,matched_unique
issn:0448-0791#1549#p6,民事訴訟において押し紙を理由とする独禁法違反を認定した事例（令和２．５．１５佐賀地判）＜独禁法事例速報＞,佐賀地,20200515,1,28281688,matched_unique
issn:0448-0791#1549#p91,（１）振替口座簿に開設された被相続人名義の口座に記載又は記録がされている振替株式等の共同相続により債務者が承継した共有持分に対する差押命令の適否 （２）振替株式等の共同相続により債務者が承継した共有持分について譲渡命令を発することの許否（平成３１．１．２３最高二小決）＜最高裁時の判例 民事＞,最高二小,20190123,1,,no_match
issn:0448-0791#1550#p10,外国法人のスピンオフにより取得した株式が所得税法２４条１項の配当所得にあたるとされた事例（令和元．８．１国税不服審判所裁決）＜租税判例速報＞,国税不服審,20190801,1,,date_only_court_miss
issn:0448-0791#1550#p112,系統外出荷制限における市場閉鎖効果が問題になった事件――土佐あき農協事件（令和元．１１．２７東京高判）＜経済法判例研究会２８８＞,東京高,20191127,1,28281040;28280687;28292545;28281460;28291914,matched_multi
issn:0448-0791#1550#p116,未公開株投資とファンドマネージャー及び投資一任業者の責任（平成３０．９．２０東京高判）＜商事判例研究３３９３＞,東京高,20180920,1,28264825;28271926;28264648;28264378;28264795,matched_multi
issn:0448-0791#1550#p120,瑕疵担保免責特約を排除する法人売主の悪意（平成２９．１０．２７東京地判）＜商事判例研究３３９４＞,東京地,20171027,1,29037685;29037777;29037663;29037850;29037983,matched_multi
issn:0448-0791#1550#p124,粉飾決算に関する取締役に対する損害賠償請求（令和元．５．１６東京高判）＜商事判例研究３３９５＞,東京高,20190516,1,28272913;28272454;28272462;28272466;28274869,matched_multi
issn:0448-0791#1550#p128,育休終了後の有期契約への変更合意・雇止めの適法性等――ジャパンビジネスラボ事件（令和元．１１．２８東京高判）＜労働判例研究１３７９＞,東京高,20191128,1,28280009;28321742;28281860,matched_multi
issn:0448-0791#1550#p132,職務遂行能力の不足等を理由とする賃金減額・賞与減額の適法性――キムラフーズ事件（平成３１．４．１５福岡地判）＜労働判例研究１３８０＞,福岡地,20190415,1,,no_match
issn:0448-0791#1550#p140,日本法上の方式による協議離婚の無効確認事件の国際裁判管轄（平成３０．７．１１東京高判）＜渉外判例研究６８６＞,東京高,20180711,1,28263569;28263585;28282989;28264012;28265158,matched_multi
issn:0448-0791#1550#p6,マイナミ空港サービスに対する件――１１年ぶりの排除型私的独占事件（令和２．７．７公取委命令）＜独禁法事例速報＞,,,0,,no_extract
issn:0448-0791#1550#p8,不正競争防止法上の品質等誤認表示――八ッ橋事件（令和２．６．１０京都地判）＜知財判例速報＞,京都地,20200610,1,28282539,matched_unique
issn:0448-0791#1553#p10,相続人に対する国民保険税等の納税義務承継通知の時効中断効（令和２．６．２６最高二小判）＜租税判例速報＞,最高二小,20200626,1,28321937,matched_unique
issn:0448-0791#1553#p103,議決権行使書面と会社の勧誘する委任状の取扱い（令和元．６．２１東京高決）＜商事判例研究３４０２＞,東京高,20190621,1,28280115,matched_unique
issn:0448-0791#1553#p107,ＥＣサイトのアカウント停止時のギフト券未使用残高の帰趨（平成３０．３．９東京地判）＜商事判例研究３４０３＞,東京地,20180309,1,29049664;29049708;29049390;29049348;29049650,matched_multi
issn:0448-0791#1553#p111,代表取締役解職決議における取締役会の経営判断と監督権限（平成３１．４．１７富山地高岡支判）＜商事判例研究３４０４＞,富山地高岡支,20190417,1,,no_match
issn:0448-0791#1553#p115,無期転換回避目的の雇止めの適法性――公益財団法人グリーントラストうつのみや事件（令和２．６．１０宇都宮地判）＜労働判例研究１３８５＞,宇都宮地,20200610,1,28282025,matched_unique
issn:0448-0791#1553#p2,招集株主によるクオカード贈与の表明と総会開催禁止の仮処分（令和２．１０．２９さいたま地決）＜会社法判例速報＞,さいたま地,20201029,1,28290044,matched_unique
issn:0448-0791#1553#p4,有給病気休暇・扶養手当の不合理性と「相応に継続的な勤務」――日本郵便（東京）事件／同（大阪）事件（令和２．１０．１５最高一小判，令和２．１０．１５最高一小判）＜労働判例速報＞,最高一小,20201015,1,28283198;28283200;28283201;28284078;28290553,matched_multi
issn:0448-0791#1553#p8,大学名の類似性（令和２．８．２７大阪地判）＜知財判例速報＞,大阪地,20200827,1,28282663;28291003,matched_multi
issn:0448-0791#1553#p89,被用者が使用者の事業の執行について第三者に加えた損害を賠償した場合における被用者の使用者に対する求償の可否（令和２．２．２８最高二小判）＜最高裁時の判例 民事＞,最高二小,20200228,1,28280800,matched_unique
issn:0448-0791#1553#p93,歩合給の計算に当たり売上高等の一定割合に相当する金額から残業手当等に相当する金額を控除する旨の定めがある賃金規則に基づいてされた残業手当等の支払により労働基準法３７条の定める割増賃金が支払われたとはいえないとされた事例（令和２．３．３０最高一小判）＜最高裁時の判例 民事＞,最高一小,20200330,1,28281147;28281846;28281844,matched_multi
issn:0448-0791#1553#p99,事業者団体による事業者の数の制限――神奈川県ＬＰガス協会事件（令和２．３．２６東京地判）＜経済法判例研究会２９０＞,東京地,20200326,1,29060174;28281173;29059745;29059576;29059882,matched_multi
issn:0448-0791#1554#p10,企業再編等における不当性要件該当性の判断と経営判断原則――ユニバーサルミュージック事件（令和２．６．２４東京高判）＜租税判例速報＞,東京高,20200624,1,28282338;28282351;28290123;28284193,matched_multi
issn:0448-0791#1554#p101,飲食店店員の過労自殺に対する会社と取締役の損害賠償責任（平成３０．３．１大阪地判）＜商事判例研究３４０６＞,大阪地,20180301,1,28261309;28271128,matched_multi
issn:0448-0791#1554#p105,商品形態による混同のおそれと製造の差止めの可否――取引態様の一部に混同のおそれがある場合の処理（令和元．８．２９知財高判）＜商事判例研究３４０７＞,知財高,20190829,1,28273562;28273533;28273639,matched_multi
issn:0448-0791#1554#p110,郵便業務に従事する有期契約社員の待遇格差と労契法２０条の解釈――日本郵便事件（令和２．１０．１５最高一小判，令和２．１０．１５最高一小判，令和２．１０．１５最高一小判）＜労働判例研究１３８７＞,最高一小,20201015,1,28283198;28283200;28283201;28284078;28290553,matched_multi
issn:0448-0791#1554#p114,無期転換後の有期労働者と労働契約法２０条――井関松山製造所事件（令和元．７．８高松高判）＜労働判例研究１３８８＞,高松高,20190708,1,28273185;28273183,matched_multi
issn:0448-0791#1554#p118,国内外に職業活動拠点を持つ者の居住者該当性（令和元．１１．２７東京高判）＜租税判例研究５７６＞,東京高,20191127,1,28281040;28280687;28292545;28281460;28291914,matched_multi
issn:0448-0791#1554#p122,契約締結を目的とする欺罔行為を巡る国際裁判管轄と準拠法（平成３０．１１．２２東京地判）＜渉外判例研究６９０＞,東京地,20181122,1,29053081;29052919;29052736;29052910;29052671,matched_multi
issn:0448-0791#1554#p2,株主招集総会と他の株主または取締役の議案要領通知請求権（令和２．２．２７東京地判）＜会社法判例速報＞,東京地,20200227,1,28281455;29059119;28283814;29059190;29059193,matched_multi
issn:0448-0791#1554#p4,劇団員の労働者性――エアースタジオ事件（令和２．９．３東京高判）＜労働判例速報＞,東京高,20200903,1,28283942;28291284,matched_multi
issn:0448-0791#1554#p6,同一の物件に重複して課された課徴金を取り消した審決事例（令和２．８．３１公取委審判審決）＜独禁法事例速報＞,公取委審,20200831,1,,date_only_court_miss
issn:0448-0791#1554#p75,中間省略登記の方法による不動産の所有権移転登記の申請の委任を受けた司法書士に，当該登記の中間者との関係において，当該司法書士に正当に期待されていた役割の内容等について十分に審理することなく，直ちに注意義務違反があるとした原審の判断に違法があるとされた事例（令和２．３．６最高二小判）＜最高裁時の判例 民事＞,最高二小,20200306,1,28280861,matched_unique
issn:0448-0791#1554#p80,固定資産評価基準により隣接する２筆以上の宅地を一画地として認定して画地計算法を適用する場合における各筆の宅地の評点数の算出方法（令和２．３．１９最高一小判）＜最高裁時の判例 民事＞,最高一小,20200319,1,,date_only_court_miss
issn:0448-0791#1554#p84,家屋の評価の誤りに基づき固定資産税等の税額が過大に決定されたことによる損害賠償請求権に係る民法７２４条後段所定の除斥期間の起算点（令和２．３．２４最高三小判）＜最高裁時の判例 民事＞,最高三小,20200324,1,28281160;28281075;28281158;28341597;28282395,matched_multi
issn:0448-0791#1554#p97,旧有限会社における持株会の設立可能性（令和元．７．５東京地判）＜商事判例研究３４０５＞,東京地,20190705,1,29057425;29057624;29057585;29057574;29057397,matched_multi
issn:0448-0791#1555#p101,（１）著作権法１９条１項の「著作物の公衆への提供若しくは提示」は，同法２１条から２７条までに規定する権利に係る著作物の利用によることを要するか （２）インターネット上の情報ネットワークにおいてされた他人の著作物である写真の画像の掲載を含む投稿により，上記画像が，著作者名の表示の付された部分が切除された形で上記投稿に係るウェブページの閲覧者の端末に表示された場合に，上記閲覧者が当該表示された画像をクリックすれば，上記著作者名の表示がある元の画像を見ることができるとしても，上記投稿をした者が著作者名を表示したことにはならないとされた事例 （３）特定電気通信役務提供者の損害賠償責任の制限及び発信者情報の開示に関する法律４条１項に基づく発信者情報の開示請求をする者が，インターネット上の情報ネットワークにおいてされた同人の著作物である写真の画像の掲載を含む投稿により，上記写真に係る氏名表示権を侵害された場合に，上記投稿をした者が，同項の「侵害情報の発信者」に該当し，かつ，同項１号の「侵害情報の流通によって」上記開示請求をする者の権利を侵害したものといえるとされた事例（令和２．７．２１最高三小判）＜最高裁時の判例 民事＞,最高三小,20200721,1,28282084;28290556;28283056;28283058;28283060,matched_multi
issn:0448-0791#1555#p115,市場閉鎖効果を伴う排他的取引が排除型私的独占とされた事例――マイナミ空港サービス事件（令和２．７．７公取委排除措置命令）＜経済法判例研究会２９２＞,,,0,,no_extract
issn:0448-0791#1555#p119,決議取消判決の遡及効と商業登記の消極的公示力――定款所定の公告方法の登記に齟齬が生じた事例（平成３０．１２．２０東京地判）＜商事判例研究３４０８＞,東京地,20181220,1,28270845;29051635;29051634;29051598;29051774,matched_multi
issn:0448-0791#1555#p123,傷害保険金支払要件の該当性および保険金請求権放棄の有効性（平成３０．３．２６東京地判）＜商事判例研究３４０９＞,東京地,20180326,1,29049701;29049788;29049599;29049600;28262111,matched_multi
issn:0448-0791#1555#p127,私募債の引受証券会社の引受審査義務違反と説明義務違反（平成３０．７．１３那覇地判）＜商事判例研究３４１０＞,那覇地,20180713,1,28263890,matched_unique
issn:0448-0791#1555#p131,トランスジェンダー女性の化粧を理由とする就労拒否の正当性――Ｙ交通事件（令和２．７．２０大阪地決）＜労働判例研究１３８９＞,大阪地,20200720,1,28283373,matched_unique
issn:0448-0791#1555#p135,偽装請負と派遣法４０条の６の労働契約申込みみなし――東リ事件（令和２．３．１３神戸地判）＜労働判例研究１３９０＞,神戸地,20200313,1,28281457,matched_unique
issn:0448-0791#1555#p139,財産評価基本通達によらない評価が許される「特別の事情」の内容（令和元．８．２７東京地判）＜租税判例研究５７７＞,東京地,20190827,1,29056020;29056019;29056036;29056142;29056021,matched_multi
issn:0448-0791#1555#p143,法適用通則法附則と平成元年法例改正との関係――分娩による非嫡出母子関係成立の場合（令和２．７．７最高三小判）＜渉外判例研究６９１＞,最高三小,20200707,1,28281868,matched_unique
issn:0448-0791#1555#p2,後行選挙の効力を争う訴えが併合されている場合における先行選挙の取消しの訴えの利益（令和２．９．３最高一小判）＜会社法判例速報＞,最高一小,20200903,1,28282604;28322047;28283706,matched_multi
issn:0448-0791#1555#p34,旧労契法２０条をめぐる最高裁５判決――正社員とは何か（令和２．１０．１３最高三小判，令和２．１０．１３最高三小判，令和２．１０．１５最高一小判，令和２．１０．１５最高一小判，令和２．１０．１５最高一小判）（特集 正規・非正規の不合理な待遇格差とは――５つの最高裁判決を契機に）,最高三小,20201013,1,28283166;28283164;28283579,matched_multi
issn:0448-0791#1555#p4,基本給，家族手当，賞与等の取扱いと旧労契法２０条の不合理性――名古屋自動車学校事件（令和２．１０．２８名古屋地判）＜労働判例速報＞,名古屋地,20201028,1,28283888,matched_unique
issn:0448-0791#1555#p41,労働者側からみた最高裁５判決の意義と課題（令和２．１０．１３最高三小判，令和２．１０．１３最高三小判，令和２．１０．１５最高一小判，令和２．１０．１５最高一小判，令和２．１０．１５最高一小判）（特集 正規・非正規の不合理な待遇格差とは――５つの最高裁判決を契機に）,最高三小,20201013,1,28283166;28283164;28283579,matched_multi
issn:0448-0791#1555#p48,使用者側からみた最高裁５判決の意義と課題――企業経営と賃金制度（令和２．１０．１３最高三小判，令和２．１０．１３最高三小判，令和２．１０．１５最高一小判，令和２．１０．１５最高一小判，令和２．１０．１５最高一小判）（特集 正規・非正規の不合理な待遇格差とは――５つの最高裁判決を契機に）,最高三小,20201013,1,28283166;28283164;28283579,matched_multi
issn:0448-0791#1555#p54,メトロコマース事件最高裁判決の解説（令和２．１０．１３最高三小判）（特集 正規・非正規の不合理な待遇格差とは――５つの最高裁判決を契機に）,最高三小,20201013,1,28283166;28283164;28283579,matched_multi
issn:0448-0791#1555#p8,アフィリエイトサイトにおける信用毀損行為（令和２．１１．１０大阪地判）＜知財判例速報＞,大阪地,20201110,1,28283668;28300071,matched_multi
issn:0448-0791#1556#p10,無申告を不正行為たらしめる事前の所得秘匿工作の内容（令和２．９．１４大阪地判）＜租税判例速報＞,大阪地,20200914,1,,date_only_court_miss
issn:0448-0791#1556#p103,取締役解任の「正当な理由」における黙示の合意の存在（令和元．１０．３１名古屋地判）＜商事判例研究３４１１＞,名古屋地,20191031,1,28281144;28274554,matched_multi
issn:0448-0791#1556#p107,商品等表示該当性――商品形態に選択の余地があり知的財産権の影響が払拭されたと認められた事例（平成３０．２．２８知財高判）＜商事判例研究３４１２＞,知財高,20180228,1,28262445;28261160;28261161,matched_multi
issn:0448-0791#1556#p111,鞄のシリーズ商品形態が商品等表示として保護された事例（令和元．６．１８東京地判）＜商事判例研究３４１３＞,東京地,20190618,1,28273424;29057175;29057124;29057198;29057125,matched_multi
issn:0448-0791#1556#p115,有期契約労働者への退職金不支給と労契法２０条の不合理性――メトロコマース事件（令和２．１０．１３最高三小判）＜労働判例研究１３９１＞,最高三小,20201013,1,28283166;28283164;28283579,matched_multi
issn:0448-0791#1556#p119,ハラスメント事案に対して求められる会社の対応――Ｎ商会事件（平成３１．４．１９東京地判）＜労働判例研究１３９２＞,東京地,20190419,1,,no_match
issn:0448-0791#1556#p123,通常馬券の的中による払戻金は雑所得，ＷＩＮ５の的中による払戻金は一時所得に当たるとされた事例（令和元．１０．３０東京地判）＜租税判例研究５７８＞,東京地,20191030,1,29056320;29056489;29056363;29056385;29056209,matched_multi
issn:0448-0791#1556#p127,通則法２０条の適用と競争制限行為に基づく不法行為の先決問題（令和元．９．４東京地判）＜渉外判例研究６９２＞,東京地,20190904,1,29056790;28280225;28280940;29056986;29056822,matched_multi
issn:0448-0791#1556#p2,少数株主による株主総会招集許可申立ての利益（令和２．１１．１０東京高決）＜会社法判例速報＞,東京高,20201110,1,28290385;28321788,matched_multi
issn:0448-0791#1556#p4,能力・経験を活かせない業務への配転命令の権利濫用性――安藤運輸事件（令和３．１．２０名古屋高判）＜労働判例速報＞,名古屋高,20210120,1,28291861,matched_unique
issn:0448-0791#1556#p6,優越的地位の濫用の排除措置命令の相手方の特定を不備とした事例――山陽マルナカ事件（令和２．１２．１１東京高判）＜独禁法事例速報＞,東京高,20201211,1,28290360,matched_unique
issn:0448-0791#1556#p81,夫婦の一方が他方と不貞行為に及んだ第三者に対し離婚に伴う慰謝料を請求することの可否（平成３１．２．１９最高三小判）＜最高裁時の判例 民事＞,最高三小,20190219,1,,no_match
issn:0448-0791#1556#p91,強制執行の申立てをした債権者が債務者に対する不法行為に基づく損害賠償請求において当該強制執行に要した費用のうち民事訴訟費用等に関する法律２条各号に掲げられた費目のものを損害として主張することの許否（令和２．４．７最高三小判）＜最高裁時の判例 民事＞,最高三小,20200407,1,28281157,matched_unique
issn:0448-0791#1556#p95,ハーグ条約実施法の規定する子の返還申立事件に係る家事調停における子を返還する旨の定めと同法１１７条１項の類推適用（令和２．４．１６最高一小決）＜最高裁時の判例 民事＞,最高一小,20200416,1,28281577,matched_unique
issn:0448-0791#1556#p98,複数の公務員が国又は公共団体に対して連帯して国家賠償法１条２項による求償債務を負う場合（令和２．７．１４最高三小判）＜最高裁時の判例 民事＞,最高三小,20200714,1,28281947;28283573,matched_multi
issn:0448-0791#1558#p10,特定民間国外債利子非課税規定に係る利子受領者確認書の提出期限（令和２．１２．１東京地判）＜租税判例速報＞,東京地,20201201,1,29063362;29063409;28292054;28284224;29063217,matched_multi
issn:0448-0791#1558#p107,押し紙が独禁法違反に該当するとして損害賠償請求が認められた事例（令和２．５．１５佐賀地判）＜経済法判例研究会２９３＞,佐賀地,20200515,1,28281688,matched_unique
issn:0448-0791#1558#p111,株主総会における株主・代理人弁護士の出席拒絶と決議取消（平成３１．１．３１札幌地判）＜商事判例研究３４１４＞,札幌地,20190131,1,,no_match
issn:0448-0791#1558#p115,感染症拡大を契機とした株主総会開始時刻・場所の変更の可否（令和２．４．２２大阪地決）＜商事判例研究３４１５＞,大阪地,20200422,1,28282284,matched_unique
issn:0448-0791#1558#p119,運送品損傷時期の推定及び運送人の運送品に対する注意義務（平成３１．２．２６東京地判）＜商事判例研究３４１６＞,東京地,20190226,1,,no_match
issn:0448-0791#1558#p123,使用者の差別的言動の違法性と労働者の損害賠償請求権――フジ住宅ほか事件（令和２．７．２大阪地堺支判）＜労働判例研究１３９３＞,大阪地堺支,20200702,1,28282298,matched_unique
issn:0448-0791#1558#p127,定年延長拒否による退職扱いの適法性――同志社大学事件（令和２．３．１７京都地判）＜労働判例研究１３９４＞,京都地,20200317,1,28340995,matched_unique
issn:0448-0791#1558#p131,実質的に他者と共同してその事業を営む者と認められた事例（平成３０．１．２３東京地判）＜租税判例研究５７９＞,東京地,20180123,1,29049013;29048872;29048885;29049012;29049116,matched_multi
issn:0448-0791#1558#p2,新株予約権の行使に応じてする新株発行の差止めの可否（令和２．１２．２４名古屋地一宮支決）＜会社法判例速報＞,名古屋地一宮支,20201224,1,28290239,matched_unique
issn:0448-0791#1558#p4,口外禁止条項付き労働審判の労働審判法２０条１項，２項違反性及び国賠責任――労働審判（口外禁止条項）事件（令和２．１２．１長崎地判）＜労働判例速報＞,長崎地,20201201,1,28290075,matched_unique
issn:0448-0791#1558#p6,特許権に基づく販売等の差止め等の請求が不当な取引妨害に当たるとされた事例（令和２．７．２２東京地判）＜独禁法事例速報＞,東京地,20200722,1,28290024;28283980;29060718;29060554;29060555,matched_multi
issn:0448-0791#1558#p80,公職選挙法１４条，別表第３の参議院（選挙区選出）議員の議員定数配分規定の合憲性（令和２．１１．１８最高大判）＜最高裁大法廷時の判例 民事＞,最高大,20201118,1,28283707;28283710,matched_multi
issn:0448-0791#1558#p98,被相続人に対して既に納付又は納入の告知がされた地方団体の徴収金につき納期限等を定めてその納付等を求める旨の相続人に対する通知と消滅時効の中断（令和２．６．２６最高二小判）＜最高裁時の判例 民事＞,最高二小,20200626,1,28321937,matched_unique
issn:0448-0791#1559#p10,固定資産税の過大徴収に係る損害賠償請求権と除斥期間の起算点（令和２．３．２４最高三小判）＜租税判例速報＞,最高三小,20200324,1,28281160;28281075;28281158;28341597;28282395,matched_multi
issn:0448-0791#1559#p100,特許権の通常実施権者が，特許権者を被告として，特許権者の第三者に対する特許権侵害を理由とする損害賠償請求権が存在しないことの確認を求める訴えにつき，確認の利益を欠くとされた事例（令和２．９．７最高二小判）＜最高裁時の判例 民事＞,最高二小,20200907,1,28282661,matched_unique
issn:0448-0791#1559#p104,請負人である破産者の支払の停止の前に締結された請負契約に基づく注文者の破産者に対する違約金債権の取得が，破産法７２条２項２号にいう「前に生じた原因」に基づく場合に当たり，上記違約金債権を自働債権とする相殺が許されるとされた事例（令和２．９．８最高三小判）＜最高裁時の判例 民事＞,最高三小,20200908,1,28282678,matched_unique
issn:0448-0791#1559#p107,リサイクル事業者に対する特許権の行使が権利の濫用に当たるとされた事例（令和２．７．２２東京地判）＜経済法判例研究会２９４＞,東京地,20200722,1,28290024;28283980;29060718;29060554;29060555,matched_multi
issn:0448-0791#1559#p111,運転者年齢条件特約における「業務に従事中の使用人」（令和元．５．１５前橋地判）＜商事判例研究３４１７＞,前橋地,20190515,1,28274507,matched_unique
issn:0448-0791#1559#p115,議決権拘束契約の法的効力（令和２．１．２２東京高判）＜商事判例研究３４１８＞,東京高,20200122,1,28281847;28280978,matched_multi
issn:0448-0791#1559#p119,任意自動車保険の保険会社の被害者に対する過誤払金返還請求（令和元．８．３０高松高判）＜商事判例研究３４１９＞,高松高,20190830,1,28274556;28273561,matched_multi
issn:0448-0791#1559#p127,「違法なパワハラ行為」の存否・国賠法適用の有無等――国立大学法人筑波大学ほか事件（平成３１．３．２８宇都宮地栃木支判）＜労働判例研究１３９６＞,宇都宮地栃木支,20190328,1,,no_match
issn:0448-0791#1559#p131,過去の事業年度の収益等に変動事由が生じた場合の公正処理基準（令和２．７．２最高一小判）＜租税判例研究５８０＞,最高一小,20200702,1,28281824,matched_unique
issn:0448-0791#1559#p2,株券発行会社における株券の交付を伴わない株式の贈与の効力（令和２．９．１６東京地判）＜会社法判例速報＞,東京地,20200916,1,28290046;29061123;29061155;29061241;29061242,matched_multi
issn:0448-0791#1559#p4,不更新条項と雇止めの違法性――日本通運事件（令和２．１０．１東京地判）＜労働判例速報＞,東京地,20201001,1,28290993;29061604;29061627;29061335;29061398,matched_multi
issn:0448-0791#1559#p6,措置命令を履行する権限の有無から表示主体性を判断した事例――アマゾンジャパン景表法事件（令和２．１２．３東京高判）＜独禁法事例速報＞,東京高,20201203,1,28292741;28290646;28290531;28290357,matched_multi
issn:0448-0791#1559#p91,ふるさと納税制度に係る平成３１年総務省告示第１７９号２条３号の規定のうち，地方税法３７条の２及び３１４条の７を改正する平成３１年法律第２号の規定の施行前における寄附金の募集及び受領について定める部分の法適合性（令和２．６．３０最高三小判）＜最高裁時の判例 民事＞,最高三小,20200630,1,,date_only_court_miss
issn:0448-0791#1559#p96,事業協同組合の理事を選出する選挙の取消しを求める訴えに同選挙が取り消されるべきものであることを理由として後任理事又は監事を選出する後行の選挙の効力を争う訴えが併合されている場合における先行の選挙の取消しを求める訴えの利益（令和２．９．３最高一小判）＜最高裁時の判例 民事＞,最高一小,20200903,1,28282604;28322047;28283706,matched_multi
