book_id,isbn,action,existing_primary_source,new_node_count,existing_node_count,node_delta
463875,9784788292888,create,,90,0,90
463958,9784788293830,create,,62,0,62
464041,9784788294042,create,,71,0,71
464124,9784788294035,create,,94,0,94
464290,9784788294783,create,,90,0,90
464373,9784788294844,create,,145,0,145
464456,9784788294837,create,,240,0,240
46551,9784817843746,overwrite_simple,books_or_jp,235,107,128
468689,9784313314276,overwrite_simple,books_or_jp,101,5,96
468855,9784313511798,overwrite_simple,books_or_jp,68,6,62
468938,9784313511989,overwrite_simple,books_or_jp,69,7,62
469021,9784313512054,overwrite_simple,openbd,71,71,0
4885,9784817845184,overwrite_simple,kajo_co_jp,194,183,11
50286,9784641135697,overwrite_simple,openbd,370,7,363
50452,9784641137462,overwrite_simple,openbd,444,20,424
50618,9784641137912,overwrite_simple,openbd,273,4,269
50701,9784641138063,overwrite_simple,openbd,137,17,120
51199,9784326449644,overwrite_simple,openbd,17,9,8
51282,9784326449651,overwrite_simple,openbd,17,10,7
51365,9784326449668,overwrite_simple,openbd,16,10,6
51614,9784326403721,overwrite_simple,books_or_jp,718,142,576
51697,9784326403707,overwrite_simple,books_or_jp,151,111,40
51780,9784326403691,overwrite_simple,books_or_jp,523,136,387
53108,9784326403271,overwrite_simple,books_or_jp,429,86,343
53191,9784326403523,overwrite_simple,books_or_jp,516,138,378
53274,9784326403592,overwrite_simple,books_or_jp,276,191,85
53440,9784877987619,overwrite_simple,books_or_jp,1228,89,1139
5383,9784817843821,overwrite_simple,books_or_jp,528,113,415
54353,9784910250038,create,,43,0,43
54436,9784910250045,create,,49,0,49
54519,9784910250014,create,,48,0,48
54602,9784910250007,create,,48,0,48
54685,9784910250106,create,,45,0,45
54768,9784910250021,create,,47,0,47
54851,9784910250076,create,,73,0,73
54934,9784910250083,create,,46,0,46
55017,9784910250069,create,,35,0,35
55100,9784910250052,create,,47,0,47
5715,9784817845085,create,,713,0,713
64894,9784788287464,create,,178,0,178
65143,9784326449675,overwrite_simple,openbd,12,9,3
66388,9784788280724,create,,90,0,90
67135,9784788208438,create,,172,0,172
67633,9784788283312,create,,280,0,280
6794,9784817844637,overwrite_simple,kajo_co_jp,720,18,702
70621,9784641037151,create,,298,0,298
70704,9784641906112,overwrite_simple,openbd,285,13,272
70870,9784877987763,overwrite_simple,books_or_jp,554,4,550
70953,9784877987756,overwrite_simple,books_or_jp,265,157,108
73443,9784502211416,create,,70,0,70
77925,9784788287945,create,,114,0,114
8122,9784817842312,overwrite_simple,kajo_co_jp,264,65,199
93529,9784326403752,overwrite_simple,books_or_jp,161,123,38
93695,9784326403820,overwrite_simple,openbd,190,12,178
93944,9784641138384,overwrite_simple,books_or_jp,1134,94,1040
